КБК;ОКВЭД; ОКДП;Условия контракта: № заказа (№лота);Условия контракта: Наименование предмета контракта;Условия контракта:Минимально необходимые требования, предъявляемые к предмету контракта ;Условия контракта: Единица измерения;Условия контракта: Количество (объем);Условия контракта: Начальная (максимальная) цена контракта (в тыс. рублей);Условия контракта: Размер обеспечения заявки (в тыс. рублей) / размер обеспечения исполнения контракта (в тыс. рублей);График осуществления процедур закупки: срок размещения заказа (мес., год);График осуществления процедур закупки: срок исполнения контракта (мес., год);Способ размещения заказа;Обоснование внесения изменений
10304082480019200000;70.32.2;74.70.1;27;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;28;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;29;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;30;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;6311000;31;Погрузочно-разгрузочные работы;Погрузочно-разгрузочные работы;Комплект;1;100;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;6311000;32;Погрузочно-разгрузочные работы;Погрузочно-разгрузочные работы;Комплект;1;100;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;33;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;34;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;35;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;36;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;37;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;38;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.20;70.20.12;39;Оказание услуг по охране ;Оказание услуг по охране ;Комплекс услуг;1;99,9;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;40;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;2 250,00;22,5 / 675;03.2015г.;06.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;70.32.2;7020020;41;Оказание услуг по химчистке штор;Оказание услуг по химчистке штор;Комплекс услуг;1;97,4;-;03.2015г.;04.2015г.;Единственный поставщик;-
10304082480019200000;72.60;7260000;42;Оказание услуг по сопровождению официального сайта;Оказание услуг по сопровождению официального сайта Минтранса России;Комплекс услуг;1;881,79;44,0895595 / 264,537357;04.2015г.;12.2015г.;Открытый конкурс;-
10304082480019200000;72.60;7260000;43;Оказание услуг по сопровождению официального сайта;Оказание услуг по сопровождению официального сайта Минтранса России;Комплекс услуг;1;97,98;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;72.60;7260000;44;Оказание услуг по сопровождению официального сайта;Оказание услуг по сопровождению официального сайта Минтранса России;Комплекс услуг;1;97,98;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;70.20;70.20.12;45;Услуги по хранению имущества;Услуги по хранению имущества;Комплекс услуг;1;99;-;02.2015г.;02.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;46;Поставка оборудования ;Поставка оборудования;шт.;1;30;-;03.2015г.;03.2015г.;Единственный поставщик;-
10304082480019200000;37217;9414020;47;оказание услуг по организации экспозиции Министерства транспорта Российской Федерации на Международном транспортном форуме, проходящем 27-29 мая 2015 года в г. Лейпциг (Германия);оказание услуг по организации экспозиции Министерства транспорта Российской Федерации на Международном транспортном форуме, проходящем 27-29 мая 2015 года в г. Лейпциг (Германия);Комплекс услуг;1;9 557,10;477,855 / 2867,13;04.2015г.;05.2015г.;Открытый конкурс;-
10304082480019200000;30.01.;3000000;48;Поставка основных средств;Поставка основных средств;шт.;1;46,86;-;03.2015г.;04.2015г.;Единственный поставщик;-
10304082480019200000;55.5;5520010;49;Изготовление открыток для протокольных нужд;Изготовление открыток для протокольных нужд;шт.;1;99,81;-;04.2015г.;05.2015г.;Единственный поставщик;-
10304082480019200000;55.5;5520010;50;Приобретение канцелярских принадлежностей;Приобретение канцелярских принадлежностей;шт.;1;100;-;04.2015г.;05.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;51;Поставка основных средств;Упаковочный материал для хранения;шт.;1;48,72;-;04.2015г.;04.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;52;Поставка оборудования ;Печатная техника;шт.;1;98;-;04.2015г.;04.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;53;Поставка картриджей для оргтехники;Картриджи и тонеры для высокоскоростной печати;шт.;1;90;-;04.2015г.;04.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;54;Поставка основных средств;Упаковочный материал для хранения;шт.;1;9,72;-;04.2015г.;04.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;55;Поставка основных средств;Короба;шт.;1;32,88;-;04.2015г.;04.2015г.;Единственный поставщик;-
103040824Б2064244226;37217;9414020;56;оказание услуг по подготовке и размещению информационно-аналитических материалов по информированию населения Российской Федерации, органов государственной власти, транспортных организаций о ходе и результатах выполнения Федеральной целевой программы «Развитие транспортной системы России (2010 – 2015 годы)» в специальном приложении к периодическому печатному средству массовой информации;Услуги по подготовке материалов, допечатной подготовки, типографии, экспедировании;Комплекс услуг;1;5 000,00;250 / 1500;05.2015г;12.2015г;Открытый конкурс;-
103 04 11 2480019 241 226;73.20;73.20.15.990;59;"Выполнение научно-исследовательской работы по теме:                                      ""Мониторинг и научно-методическое сопровождение государственной программы Российской Федерации ""Развитие транспортной системы""";"Разработка научно обоснованных предложений по управлению реализацией государственной программы Российской Федерации ""Развитие транспортной системы"" (далее Программа) и научно-методическая поддержка процессов управления Программой, включая процессы мониторинга, годового и среднесрочного планирования, подготовки отчетности.                                                               Научная поддержка мониторинга реализации Программы с использованием аналитической информационной системы ""Государственные программы"";                                                                                                              анализ хода реализации Программы,                                                                    разработка научных предложений и обосновывающих материалов по корректировке основных положений Программы,дополнительных и обосновывающих материалов к Программе;                                                     научное сопровождение подготовки докладов Министерства в Правительстве Российской Федерации о ходе реализации Программы в соответствии с требованиями действующих нормативных правовых документов,решениями Президента Российской Федерации и Правительства Российской Федерации.                                                               Внесение в установленном порядке информации в аналитическую информационную систему ""Государственные программы""";шт;1;12 237,32;611,87/1223,73/0;апр.15;ноя.15;Открытый конкурс;-
10304112480018200000;73.20;73.20.15.990;60;"Выполнение научно-исследовательской работы по теме:                                      ""Разработка научно обоснованных предложений по системе оценки эффективности и результативности научно-исследовательских работ, опытно-конструкторских и технологических работ в транспортной сфере""";"Создание научно обоснованного подхода по нормативному и инструктивно-методическому обеспечению планирования,приемки и использования результатов НИОКР,учета и оценки эффективности и результативности научно-исследовательских,опытно-конструкторских и технологических работ.                                                                       Проведение аналитического исследования правового регулирования и практики осуществления государственных закупок научно-исследовательских,опытно-конструкторских и технологических работ; проведение инвентаризации и создание единой базы данных результатов НИОКР в транспортной сфере.                                                 Разработка предложений по нормативному и инструктивно-методическому обеспечению системы приемки,учета и оценки эффективности и результативности НИОКР,использование результатов НИОКР                                                                                                                   .В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.";шт;1;8 274,00;413,70/ 827,40/ 0;апр.15;06.2015         09.2015      11.2015;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;61;"Выполнение научно-исследовательской работы по теме ""Проведение в соответствии с международными соглашениями и требованиями комплексных исследований использования системы ГЛОНАСС, других глобальных навигационных спутниковых систем и их функциональных дополнений в составе автоматической идентификационной системы и системы управления движением судов для обеспечения мониторинга морских и речных судов, а также для взаимного контроля судов и их безопасного расхождения.Шифр: НИР ""Управление-Контроль""";"Разработка научно обоснованной программы внедрения функциональных дополнений на внутренних водных путях Российской Федерации в зонах ответственности Федерального бюджетного учреждения «Администрация
Ленского бассейна внутренних водных путей» и Федерального бюджетного учреждения «Администрация Байкало-Ангарского бассейна внутренних водных путей». Разработка научно обоснованных программ внедрения функцинальных дополнений на внутренних водных путей Российской Федерации районов Сибири и Дальнего Востока.                                                                                                                                                                                                 В соответствии со ст. 30 Федерального закона от 05.04.2013 г. № 44-ФЗ закупка осуществляется  только у субъектов малого предпринимательства, социально ориентированных некоммерческих организаций.";шт;1;2 420,00;48,4/242/0;апр.15;сен.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;62;"Выполнение научно-исследовательской работы по теме ""Совершенствование нормативной технической базы, регулирующей использование государственных навигационных карт и баз данных навигационной информации в интересах навигационно-информационного обеспечения транспортного комплекса Российской Федерации. Шифр: НИР ""Исследование-Норма-Транспорт-2015-1""";Разработка нормативной технической базы, регулирующей использование государственных навигационных карт внутренних водных путей Российской Федерации и баз данных навигационной информации,а также програмных решений, обеспечивающих автоматизацию применения методического руководства по определению периодичности обновления баз данных навигационной информации и государственных электронных навигационных карт внутренних водных путей Российской Федерации.                                                                                                                                                           В соответствии со ст. 30 Федерального закона от 05.04.2013 г. № 44-ФЗ закупка осуществляется только у субъектов малого предпринимательства, социально ориентированных некоммерческих организаций.;шт;1;19988,5/11 182,3;399,8/1998,8/0;апр.15;11.2015    06.2016;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;63;"Выполнение научно-исследовательской работы по теме ""Разработка методик и проведение работ по оценке эффективности внедрения системы ГЛОНАСС в транспортном комплексе Российской Федерации. Шифр: ""Исследование-Эффективность""";"Анализ факторов, влияющих на ход реализации мероприятий Программы в современных условиях; усовершенствованные методические инструменты проведения оценки эффективности выполнения мероприятий Программы; усовершенствованная АИАС, включающая новые модули реализующие применение разработанных методических инструментов проведения анализа эффективности выполнения мероприятий Программы;  актуализированная на момент сдачи работы(этапа работы) база данных АИАС; результаты оценки эффективности внедрения системы ГЛОНАСС в транспортном комплексе Российской Федерации за период с 2012 по 2015 годы          В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                  ";шт;1;15 000,00;750/1500/0;май.15;08.2015      11.2015;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;64;"Выполнение научно-исследовательской работы по теме ""Разработка перспективных направлений и разработка требований по обеспечению информационной безопасности навигационно-информационных систем транспортного комплекса Российской Федерации"". Шифр: НИР             ""Исследование-Безопасность"" ";"Результаты анализа требований действующего законодательства Российской Федерации, нормативных правовых актов и методических документов в области защиты информации в части организации работ и порядка обработки информации с ограниченным доступом на объектах навигационно-информационных систем транспортного комплекса Российской Федерации ( НИС ТК РФ); результаты исследований и анализа защищенонсти информационно-телекоммуникационных сетей и средств вычислительной техники, навигационных модулей. информационно-управляющих модулей НИС ТК РФ; описание угроз информационной безопасности НИС ТК РФ; требования по обеспечению информационной безопасности НИС ТК РФ; технические предложения по обеспечению информационной безопасности НИС ТК РФ.                                                                                      В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.    ";шт;1;3 790,00;189,5/379/0;май.15;ноя.15;Открытый конкурс;-
10304080859999200000;80.42; 80.42.2;65;Подготовка и периодическое повышение квалификации работников Госавтоинспекции и управлений Госавтодорнадзора Ространснадзора по осуществлению контрольно-надзорных функций по соблюдению владельцами транспортных средств установленных требований по параметрам перевозок (режим труда и отдыха водителей, скоростной режим движения и т.п.) с применением цифровых тахографов;"Разработка учебно-методического комплекса для повышения квалификации работников Госавтоинспекции и управлений госавтодорнадзора Ространснадзора. 
Организация и проведение работ по повышению квалификации работников Госавтоинспекции и управлений госавтодорнадзора Ространснадзора, осуществляющих исполнение контрольно-надзорных функций по соблюдению владельцами транспортных средств установленных требований по параметрам перевозок с применением цифровых тахографов, устаналвиваемых на транспортных средствах с целью формрования и совершенствования прифессиональной компетенции и навыков использования специального оборудования и програмного обеспечения в реальных условиях осуществления процедур контроля соблюдения режимов рабочего времени и времени отдыха водителей транспортных средств
";комплекс работ;1;7000;70/700;09.2015г.;12.2015г.;Открытый конкурс;-
10304082480019200000;22.13;22.13.11;66;Подписка и доставка периодических изданий на второе полугодие 2015 года ;Подписка и доставка периодических изданий на второе полугодие 2015 года ;Комплекс услуг;1;459,77;4,59769 / 137,9307 / 0;06.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
04 28 2480019 242 225;63.1; 72.40.13.190;67;Оказание услуг по эксплуатации систем информационного обеспечения безопасности населения на транспорте;"Оказание услуг
Обеспечение фукционирования единой государственной информационной системы обеспечения транспортной безопасности (ЕГИС ОТБ), техническое и сервисное обслуживание оборудования, входящего в ЕГИС ОТБ;
обеспечение фукционирования единой межведомственной  системы сопряжения информационных систем, решающей задачи в области обеспечения безопасности на транспорте, в том числе со специализированной территориально-распределенной системой «Розыск-Магистраль» МВД России (СС РМ), техническое и сервисное обслуживание оборудования, входящего в СС РМ;
обеспечение фукционирования системы сбора результатов технического мониторинга и контроля объектов транспортной инфраструктуры (СС ТМК), техническое и сервисное обслуживание оборудования, входящего в СС ТМК;
обеспечение фукционирования координационного центра Министерства транспорта Российской Федерации (КЦ), техническое и сервисное обслуживание оборудования, входящего в КЦ";шт;1;653 970,00;0 / 65397,00 / 0;05.2015г;10.2015г;Единственный поставщик;-
10304082480019200000;64.20;6420000;68;Оказание услуг телеграфной связи;Оказание услуг телеграфной связи;Комплекс услуг;1;2 450,00;24,5 / 735 / 0;06.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;70.20;70.20.12;69;Услуги по хранению имущества;Услуги по хранению имущества;Комплекс услуг;1;2 300,00;23 / 690 / 0;06.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10307052482040200000;80.30.3;8040020;70;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;99,89;-;06.2015г.;06.2015г.;Единственный поставщик;-
10307052482040200000;80.30.3;8040020;71;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;99,99;-;06.2015г.;06.2015г.;Единственный поставщик;-
10304082480019200000;55.5;5520010;72;Изготовление открыток для протокольных нужд;Изготовление открыток для протокольных нужд;шт.;1;50,05;-;06.2015г.;06.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;73;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году ;Комплекс услуг;1;40;-;06.2015г.;06.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;74;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Комплекс услуг;1;40;-;07.2015г.;07.2015г.;Единственный поставщик;-
10307052482040200000;80.30.3;8040020;75;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;61,2;-;09.2015г.;09.2015г.;Единственный поставщик;-
10307052482040200000;80.30.3;8040020;76;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;66,3;-;09.2015г.;09.2015г.;Единственный поставщик;-
10307052482040200000;80.30.3;8040020;77;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;66,2;-;10.2015г.;10.2015г.;Единственный поставщик;-
10307052482040200000;80.30.3;8040020;78;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;60,96;-;10.2015г.;10.2015г.;Единственный поставщик;-
10307052482040200000;80.30.3;8040020;79;Профессиональная переподготовка, повышение квалификации;Профессиональная переподготовка, повышение квалификации;Комплекс услуг;1;93,3;-;11.2015г.;11.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;80;Поставка комплектующих;Поставка электронных ключей и внешних жестких дисков;шт.;1;97,4;-;06.2015г.;06.2015г.;Единственный поставщик;-
10304082480019200000;70.20;70.20.12;81;Оказание услуг по охране ;Оказание услуг по охране ;Комплекс услуг;1;99,9;-;06.2015г.;06.2015г.;Единственный поставщик;-
10304082480019200000;70.20;70.20.12;82;Оказание услуг по охране ;Оказание услуг по охране ;Комплекс услуг;1;99,9;-;07.2015г.;07.2015г.;Единственный поставщик;-
10304082480019200000;55.5;5520010;83;Организация синхронных переводов в ходе приемов иностранных делегаций;Организация синхронных переводов в ходе приемов иностранных делегаций;Комплекс услуг;1;300;-;06.2015г.;12.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;84;Оказание услуг телеграфной связи;Оказание услуг телеграфной связи;Комплекс услуг;1;100;-;06.2015г.;07.2015г.;Единственный поставщик;-
10304082480019200000;72.60;7260000;85;Оказание услуг по сопровождению официального сайта;Оказание услуг по сопровождению официального сайта Минтранса России;Комплекс услуг;1;97,98;-;06.2015г.;06.2015г.;Единственный поставщик;-
10304112149999200000;73.20;73.20.15.990;86;"Выполнение научно-исследовательской работы по теме ""Проведение исследований, разработка рабочих и информационных документов по применению системы ГЛОНАСС для представления на совещаниях группы экспертов Международной организации гражданской авиации (ИКАО) по навигационным системам, разработка национальных стандартов с целью международной и внутрироссийской стандартизации системы ГЛОНАСС и ее функциональных дополнений"". Шифр: НИР ""Авиа-Стандарт""";"Результаты проведения исследований и подготовка предложений по структуре и содержанию рабочих и информационных документов, отражающих позицию Российской Федерации, с учетом предложений заинтересованных ведомств, материалов предыдущих совещаний ИКАО и принятых поправок к SARPs; разработка предложений по структуре и содержани проектов дополнений и изменений к документам ИКАО для представления на совещанях группы экспертов ИКАО по NSP в 2015 г.; Результаты проведения анализа материалов совещаний Группы экспертов по NSP ИКАО, состоявшихся в течение 2015 г.;выработка рекомендаций по внедрению международного опыта, использованию результатов совещаний рабочих групп экспертов ИКАО по NSP по итогам 2015 г. в практику гражданской авиации Российской Федерации; результаты подготовки научно обоснованных предложений по включению в АИП Российской Федерации разделов по использованию глобальной навигационной спутниковой системы, их согласование и направление на публикацию.                                                                                                                                                                                                                                                                                                                                                                                                                                               В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.    ";шт;1;4 000,35;200,02/400,04/0;сен.15;дек.15;Открытый конкурс;-
10304112149999200000;73.20;73.20.15.990;87;"Выполнение научно-исследовательской и опытно-конструкторской работы по теме ""Разработка инфраструктуры, обеспечивающей функционирование комплексной информационно-аналитической системы контроля транспортных средств с использованием навигационных технологий ГЛОНАСС при осуществлении контроля за безопасностью перевозок пассажиров в режиме реального времени"". Шифр: НИОКР ""КИАСК-ТС-РВ""";"Эскизный проект на создание системы КИАСК-ТС-РВ; частное техническое задание на разработку технического проекта системы КИАСК-ТС-РВ; технический проект на создание системы КИАСК-ТС-РВ; рабочая конструкторская документация системы КИАСК-ТС-РВ; пилотная зона системы КИАСК-ТС-РВ; программа и методика испытаний пилотной зоны системы КИАСК-ТС-РВ; протоколы испытаний пилотной зоны системы КИАСК-ТС-РВ; программы обучения пользователей КИАСК-ТС-РВ; методика оценки производительности КИАСК-ТС-РВ при осуществлении контроля за безопасностью перевозок пассажиров в режиме реального времени; дорожная карта создания и ввода в промышленную эксплуатацию системы КИАСК-ТС-РВ на плановый период 2016-2020 годы; техническое задание на реализацию мероприятия по созданию инфраструктуры, обеспечивающей функционирование КИАСК-ТС-РВ                                                                                                                                                         В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                  ";шт;1;25 000,00;1250/2500/0;июл.15;08.2015    11.2015;Открытый конкурс;-
04 28 2480019 242 225;63.1; 72.40.13.190;88;Оказание услуг по эксплуатации систем информационного обеспечения безопасности населения на транспорте;"Оказание услуг
Обеспечение фукционирования единой государственной информационной системы обеспечения транспортной безопасности (ЕГИС ОТБ), техническое и сервисное обслуживание оборудования, входящего в ЕГИС ОТБ;
обеспечение фукционирования единой межведомственной  системы сопряжения информационных систем, решающей задачи в области обеспечения безопасности на транспорте, в том числе со специализированной территориально-распределенной системой «Розыск-Магистраль» МВД России (СС РМ), техническое и сервисное обслуживание оборудования, входящего в СС РМ;
обеспечение фукционирования системы сбора результатов технического мониторинга и контроля объектов транспортной инфраструктуры (СС ТМК), техническое и сервисное обслуживание оборудования, входящего в СС ТМК;
обеспечение фукционирования координационного центра Министерства транспорта Российской Федерации (КЦ), техническое и сервисное обслуживание оборудования, входящего в КЦ";шт;1;653 970,00;0 / 65397,00;06.2015г.;12.2015.;Единственный поставщик;-
10304112480019200000;73.20;73.20.15.990;89;"Выполнение научно-исследовательской работы по теме ""Разработка методов оптимизации производительности, обеспечения гарантированной работоспособности и сокращения расходов на техническую поддержку Единой государственной информационной системы обеспечения транспортной безопасности на основе разрабатываемых технологий выборочного импортозамещения зарубежных технологий для ключевых компонентов""";Определение вариантов возможного замещения зарубежных технологий в ключевых компонентах ЕГИС ОТБ на отечественные аналоги либо на технологии с открытым кодом в целях снижения количества используемых лицензий зарубежного программного обеспечения в программно-технических комплексах основного и резервного центров обработки данных ЕГИС ОТБ с текущего уровня более  40 000 единиц до возможно минимального уровня использования лицензий таких производителей, как ORACLE, IBM, EMC, VMWARE, MICROSOFT и ряда других иностранных разработчиков.                                                                                                                          В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                  ;шт;1;14 916,74;745,84/4 475,02/0;июл.15;дек.15;Открытый конкурс;-
